Date,Open,High,Low,Close,Volume
2025-05-22 00:00:00-04:00,21.0,26.8799991607666,20.760000228881836,26.360000610351562,11555700
2025-05-23 00:00:00-04:00,25.93000030517578,32.4900016784668,24.56100082397461,27.709999084472656,4008600
2025-05-27 00:00:00-04:00,28.0,28.479999542236328,25.25,25.549999237060547,1464000
2025-05-28 00:00:00-04:00,25.200000762939453,26.5,24.510000228881836,25.899999618530273,611800
2025-05-29 00:00:00-04:00,26.0,26.139999389648438,25.200000762939453,26.0,440200
2025-05-30 00:00:00-04:00,26.010000228881836,26.040000915527344,23.5,25.229999542236328,424600
2025-06-02 00:00:00-04:00,24.780000686645508,26.6200008392334,23.309999465942383,26.59000015258789,662000
2025-06-03 00:00:00-04:00,26.59000015258789,26.690000534057617,24.649999618530273,24.940000534057617,332200
2025-06-04 00:00:00-04:00,24.979999542236328,25.3799991607666,24.52199935913086,24.770000457763672,137600
2025-06-05 00:00:00-04:00,24.690000534057617,25.149999618530273,24.020000457763672,24.5,311800
2025-06-06 00:00:00-04:00,24.049999237060547,24.989999771118164,23.760000228881836,24.950000762939453,414900
2025-06-09 00:00:00-04:00,25.040000915527344,25.040000915527344,24.010000228881836,24.15999984741211,275100
2025-06-10 00:00:00-04:00,24.190000534057617,24.190000534057617,20.049999237060547,21.209999084472656,1146800
2025-06-11 00:00:00-04:00,21.1299991607666,21.360000610351562,18.8700008392334,19.969999313354492,684000
2025-06-12 00:00:00-04:00,20.5,20.5939998626709,19.59000015258789,19.90999984741211,728300
2025-06-13 00:00:00-04:00,19.360000610351562,19.690000534057617,18.25,18.510000228881836,541800
2025-06-16 00:00:00-04:00,19.479999542236328,23.09000015258789,18.81999969482422,22.690000534057617,1185300
2025-06-17 00:00:00-04:00,22.700000762939453,23.343000411987305,19.690000534057617,19.8799991607666,611900
2025-06-18 00:00:00-04:00,19.989999771118164,21.297000885009766,19.5,21.040000915527344,736900
2025-06-20 00:00:00-04:00,22.139999389648438,22.139999389648438,18.899999618530273,19.610000610351562,693200
2025-06-23 00:00:00-04:00,19.399999618530273,20.0,18.3700008392334,19.010000228881836,315300
2025-06-24 00:00:00-04:00,19.239999771118164,20.809999465942383,18.59000015258789,20.260000228881836,585900
2025-06-25 00:00:00-04:00,20.149999618530273,22.530000686645508,20.149999618530273,22.139999389648438,1008500
2025-06-26 00:00:00-04:00,22.18000030517578,23.43000030517578,21.0,23.280000686645508,485000
2025-06-27 00:00:00-04:00,23.280000686645508,23.280000686645508,20.93000030517578,22.010000228881836,1059100
2025-06-30 00:00:00-04:00,21.700000762939453,22.729999542236328,20.6200008392334,21.8700008392334,798200
2025-07-01 00:00:00-04:00,21.790000915527344,22.31999969482422,20.850000381469727,21.15999984741211,986200
2025-07-02 00:00:00-04:00,21.350000381469727,21.864999771118164,20.8799991607666,20.93000030517578,829300
2025-07-03 00:00:00-04:00,20.899999618530273,21.75,20.889999389648438,21.420000076293945,98800
2025-07-07 00:00:00-04:00,21.100000381469727,21.59000015258789,20.600000381469727,20.790000915527344,550000
2025-07-08 00:00:00-04:00,20.600000381469727,21.549999237060547,20.600000381469727,21.0,639900
